"reference_date","target","horizon","target_end_date","location","output_type","output_type_id","value"
"2024-11-16","wk inc covid hosp",3,2024-12-07,"01","quantile",0.6,50.8
"2024-11-16","wk inc covid hosp",3,2024-12-07,"01","quantile",0.65,55.35
"2024-11-16","wk inc covid hosp",3,2024-12-07,"01","quantile",0.7,61.6
"2024-11-16","wk inc covid hosp",3,2024-12-07,"01","quantile",0.75,72.5
"2024-11-16","wk inc covid hosp",3,2024-12-07,"01","quantile",0.8,88
"2024-11-16","wk inc covid hosp",3,2024-12-07,"01","quantile",0.85,121.15
"2024-11-16","wk inc covid hosp",3,2024-12-07,"01","quantile",0.9,137.3
"2024-11-16","wk inc covid hosp",3,2024-12-07,"01","quantile",0.95,184.1
"2024-11-16","wk inc covid hosp",3,2024-12-07,"01","quantile",0.975,273.175
"2024-11-16","wk inc covid hosp",3,2024-12-07,"01","quantile",0.99,293.24
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.01,3.97
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.025,4.475
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.05,7
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.1,8.9
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.15,9
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.2,10
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.25,11
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.3,12
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.35,12
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.4,13.6
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.45,15
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.5,16
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.55,17
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.6,18
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.65,19
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.7,20.3
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.75,22.25
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.8,25.2
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.85,27
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.9,30.1
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.95,35.25
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.975,44.05
"2024-11-16","wk inc covid hosp",1,2024-11-23,"02","quantile",0.99,46.3400000000002
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.01,2.97
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.025,3.475
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.05,4
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.1,5.9
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.15,7
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.2,7.8
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.25,9.75
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.3,10.7
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.35,12
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.4,12
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.45,13
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.5,14.5
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.55,16
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.6,17
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.65,18
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.7,19.3
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.75,22.25
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.8,24.2
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.85,25.15
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.9,36.1
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.95,45.3
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.975,61.7749999999999
"2024-11-16","wk inc covid hosp",2,2024-11-30,"02","quantile",0.99,67.1300000000001
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.01,0
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.025,1.475
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.05,2.95
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.1,4.9
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.15,5.85
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.2,7.8
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.25,10
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.3,11
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.35,11
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.4,13
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.45,14.55
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.5,15
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.55,16
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.6,17.4
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.65,20
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.7,23
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.75,25.25
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.8,27.2
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.85,30.3
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.9,39.2
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.95,58.55
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.975,84.7749999999999
"2024-11-16","wk inc covid hosp",3,2024-12-07,"02","quantile",0.99,90.2000000000001
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.01,5.94
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.025,7
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.05,8
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.1,11
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.15,13
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.2,14
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.25,16
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.3,19
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.35,21
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.4,23
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.45,24
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.5,26
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.55,29
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.6,31
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.65,32.35
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.7,35.3
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.75,37.5
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.8,42
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.85,47.15
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.9,58.3
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.95,81
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.975,87.625
"2024-11-16","wk inc covid hosp",1,2024-11-23,"04","quantile",0.99,95.3900000000002
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.01,0.99
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.025,2.95
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.05,4.95
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.1,8
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.15,11
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.2,13
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.25,15.75
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.3,19.7
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.35,20
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.4,24.6
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.45,27.55
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.5,29
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.55,31
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.6,35
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.65,39.7
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.7,46.3
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.75,50
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.8,58
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.85,63.3
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.9,82.6000000000001
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.95,111.4
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.975,147.5
"2024-11-16","wk inc covid hosp",2,2024-11-30,"04","quantile",0.99,306.11
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.01,0
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.025,1.475
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.05,2
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.1,7
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.15,10
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.2,12
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.25,14.75
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.3,17.7
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.35,20
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.4,24
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.45,27
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.5,28
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.55,33.45
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.6,39
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.65,47.35
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.7,53.3
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.75,56.25
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.8,65.8
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.85,104.15
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.9,117.7
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.95,175.05
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.975,238.075
"2024-11-16","wk inc covid hosp",3,2024-12-07,"04","quantile",0.99,570.900000000002
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.01,2.99
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.025,4
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.05,5
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.1,10.9
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.15,12
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.2,13
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.25,14
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.3,15
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.35,17.65
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.4,19
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.45,20
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.5,21
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.55,22.45
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.6,26
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.65,28.05
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.7,30.3
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.75,36.25
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.8,41
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.85,47
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.9,55.1000000000001
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.95,96.55
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.975,110.575
"2024-11-16","wk inc covid hosp",1,2024-11-23,"05","quantile",0.99,115.6
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.01,1
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.025,1.95
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.05,3.95
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.1,8.9
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.15,10
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.2,11
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.25,12
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.3,13
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.35,14
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.4,17.6
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.45,19.55
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.5,21.5
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.55,25.45
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.6,28.4
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.65,35
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.7,43.3
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.75,47
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.8,59.4
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.85,70.9
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.9,105
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.95,147.6
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.975,196.9
"2024-11-16","wk inc covid hosp",2,2024-11-30,"05","quantile",0.99,319.33
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.01,0
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.025,1.475
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.05,2
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.1,5
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.15,7
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.2,9
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.25,10
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.3,11.7
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.35,13.65
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.4,15
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.45,18
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.5,22
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.55,32.45
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.6,35.4
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.65,43
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.7,54.5000000000001
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.75,73.0000000000001
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.8,88
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.85,112.5
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.9,132.2
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.95,259.3
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.975,323.125
"2024-11-16","wk inc covid hosp",3,2024-12-07,"05","quantile",0.99,729.86
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.01,28.95
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.025,48.95
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.05,53.95
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.1,59.8
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.15,66.85
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.2,71.6
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.25,79.75
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.3,84
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.35,93.95
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.4,109.6
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.45,115.55
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.5,124
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.55,143.45
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.6,147.4
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.65,156.05
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.7,169.2
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.75,197
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.8,239.2
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.85,273.6
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.9,387
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.95,519.8
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.975,662.674999999999
"2024-11-16","wk inc covid hosp",1,2024-11-23,"06","quantile",0.99,1250.80000000001
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.01,13.91
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.025,15.95
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.05,29.5
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.1,45.9
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.15,54.85
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.2,68.6
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.25,77.75
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.3,86.1
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.35,101.45
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.4,121.4
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.45,146.55
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.5,170
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.55,177.35
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.6,194.4
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.65,211.2
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.7,271.8
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.75,343
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.8,416.2
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.85,595.4
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.9,766.000000000001
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.95,1109
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.975,2464.29999999999
"2024-11-16","wk inc covid hosp",2,2024-11-30,"06","quantile",0.99,5545.13000000002
"2024-11-16","wk inc covid hosp",3,2024-12-07,"06","quantile",0.01,3.96
"2024-11-16","wk inc covid hosp",3,2024-12-07,"06","quantile",0.025,7.475
"2024-11-16","wk inc covid hosp",3,2024-12-07,"06","quantile",0.05,13.9
"2024-11-16","wk inc covid hosp",3,2024-12-07,"06","quantile",0.1,34.4
"2024-11-16","wk inc covid hosp",3,2024-12-07,"06","quantile",0.15,42.7
"2024-11-16","wk inc covid hosp",3,2024-12-07,"06","quantile",0.2,54.8
"2024-11-16","wk inc covid hosp",3,2024-12-07,"06","quantile",0.25,71.25
"2024-11-16","wk inc covid hosp",3,2024-12-07,"06","quantile",0.3,96.6
"2024-11-16","wk inc covid hosp",3,2024-12-07,"06","quantile",0.35,115.65
"2024-11-16","wk inc covid hosp",3,2024-12-07,"06","quantile",0.4,149.8
"2024-11-16","wk inc covid hosp",3,2024-12-07,"06","quantile",0.45,170.2
"2024-11-16","wk inc covid hosp",3,2024-12-07,"06","quantile",0.5,189
"2024-11-16","wk inc covid hosp",3,2024-12-07,"06","quantile",0.55,230.25
"2024-11-16","wk inc covid hosp",3,2024-12-07,"06","quantile",0.6,264.4
