"reference_date","target","horizon","target_end_date","location","output_type","output_type_id","value"
"2025-03-29","wk inc covid hosp",1,2025-04-05,"01","quantile",0.975,154.35
"2025-03-29","wk inc covid hosp",1,2025-04-05,"01","quantile",0.99,173.4
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.01,0
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.025,0
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.05,1.95
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.1,12.3
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.15,15
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.2,17
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.25,19
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.3,22.7
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.35,25
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.4,29
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.45,32.65
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.5,37
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.55,43.45
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.6,50.8
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.65,55.35
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.7,61.6
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.75,72.5
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.8,88
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.85,121.15
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.9,137.3
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.95,184.1
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.975,273.175
"2025-03-29","wk inc covid hosp",2,2025-04-12,"01","quantile",0.99,293.24
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.01,0
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.025,0
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.05,1
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.1,7.7
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.15,13
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.2,17
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.25,20
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.3,22.7
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.35,24
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.4,25
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.45,31
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.5,36
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.55,45
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.6,54.6
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.65,64.35
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.7,72.6
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.75,75.25
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.8,99.4
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.85,124.3
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.9,195
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.95,271.2
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.975,374.599999999999
"2025-03-29","wk inc covid hosp",3,2025-04-19,"01","quantile",0.99,432.33
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.01,3.97
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.025,4.475
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.05,7
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.1,8.9
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.15,9
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.2,10
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.25,11
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.3,12
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.35,12
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.4,13.6
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.45,15
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.5,16
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.55,17
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.6,18
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.65,19
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.7,20.3
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.75,22.25
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.8,25.2
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.85,27
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.9,30.1
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.95,35.25
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.975,44.05
"2025-03-29","wk inc covid hosp",0,2025-03-29,"02","quantile",0.99,46.3400000000002
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.01,2.97
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.025,3.475
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.05,4
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.1,5.9
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.15,7
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.2,7.8
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.25,9.75
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.3,10.7
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.35,12
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.4,12
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.45,13
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.5,14.5
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.55,16
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.6,17
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.65,18
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.7,19.3
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.75,22.25
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.8,24.2
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.85,25.15
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.9,36.1
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.95,45.3
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.975,61.7749999999999
"2025-03-29","wk inc covid hosp",1,2025-04-05,"02","quantile",0.99,67.1300000000001
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.01,0
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.025,1.475
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.05,2.95
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.1,4.9
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.15,5.85
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.2,7.8
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.25,10
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.3,11
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.35,11
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.4,13
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.45,14.55
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.5,15
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.55,16
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.6,17.4
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.65,20
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.7,23
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.75,25.25
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.8,27.2
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.85,30.3
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.9,39.2
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.95,58.55
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.975,84.7749999999999
"2025-03-29","wk inc covid hosp",2,2025-04-12,"02","quantile",0.99,90.2000000000001
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.01,0
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.025,1
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.05,1
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.1,3
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.15,4
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.2,5.8
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.25,6.75
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.3,7
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.35,8
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.4,10.6
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.45,12
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.5,12.5
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.55,13.45
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.6,16
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.65,18
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.7,19
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.75,23.25
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.8,25.2
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.85,28
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.9,30.1
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.95,53.45
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.975,68.575
"2025-03-29","wk inc covid hosp",3,2025-04-19,"02","quantile",0.99,79.1700000000001
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.01,5.94
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.025,7
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.05,8
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.1,11
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.15,13
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.2,14
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.25,16
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.3,19
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.35,21
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.4,23
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.45,24
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.5,26
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.55,29
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.6,31
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.65,32.35
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.7,35.3
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.75,37.5
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.8,42
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.85,47.15
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.9,58.3
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.95,81
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.975,87.625
"2025-03-29","wk inc covid hosp",0,2025-03-29,"04","quantile",0.99,95.3900000000002
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.01,0.99
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.025,2.95
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.05,4.95
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.1,8
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.15,11
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.2,13
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.25,15.75
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.3,19.7
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.35,20
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.4,24.6
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.45,27.55
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.5,29
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.55,31
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.6,35
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.65,39.7
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.7,46.3
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.75,50
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.8,58
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.85,63.3
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.9,82.6000000000001
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.95,111.4
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.975,147.5
"2025-03-29","wk inc covid hosp",1,2025-04-05,"04","quantile",0.99,306.11
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.01,0
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.025,1.475
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.05,2
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.1,7
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.15,10
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.2,12
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.25,14.75
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.3,17.7
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.35,20
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.4,24
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.45,27
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.5,28
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.55,33.45
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.6,39
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.65,47.35
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.7,53.3
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.75,56.25
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.8,65.8
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.85,104.15
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.9,117.7
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.95,175.05
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.975,238.075
"2025-03-29","wk inc covid hosp",2,2025-04-12,"04","quantile",0.99,570.900000000002
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.01,0
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.025,0.475
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.05,1
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.1,4.9
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.15,7.85
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.2,10
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.25,14.75
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.3,17
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.35,23
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.4,25
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.45,27.55
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.5,36.5
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.55,46
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.6,54.8
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.65,60.35
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.7,68.8000000000001
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.75,83.2500000000002
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.8,108
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.85,127
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.9,217.1
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.95,288.3
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.975,437.899999999999
"2025-03-29","wk inc covid hosp",3,2025-04-19,"04","quantile",0.99,1096.67000000001
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.01,2.99
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.025,4
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.05,5
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.1,10.9
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.15,12
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.2,13
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.25,14
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.3,15
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.35,17.65
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.4,19
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.45,20
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.5,21
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.55,22.45
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.6,26
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.65,28.05
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.7,30.3
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.75,36.25
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.8,41
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.85,47
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.9,55.1000000000001
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.95,96.55
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.975,110.575
"2025-03-29","wk inc covid hosp",0,2025-03-29,"05","quantile",0.99,115.6
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.01,1
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.025,1.95
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.05,3.95
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.1,8.9
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.15,10
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.2,11
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.25,12
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.3,13
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.35,14
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.4,17.6
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.45,19.55
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.5,21.5
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.55,25.45
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.6,28.4
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.65,35
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.7,43.3
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.75,47
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.8,59.4
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.85,70.9
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.9,105
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.95,147.6
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.975,196.9
"2025-03-29","wk inc covid hosp",1,2025-04-05,"05","quantile",0.99,319.33
"2025-03-29","wk inc covid hosp",2,2025-04-12,"05","quantile",0.01,0
"2025-03-29","wk inc covid hosp",2,2025-04-12,"05","quantile",0.025,1.475
"2025-03-29","wk inc covid hosp",2,2025-04-12,"05","quantile",0.05,2
"2025-03-29","wk inc covid hosp",2,2025-04-12,"05","quantile",0.1,5
"2025-03-29","wk inc covid hosp",2,2025-04-12,"05","quantile",0.15,7
"2025-03-29","wk inc covid hosp",2,2025-04-12,"05","quantile",0.2,9
"2025-03-29","wk inc covid hosp",2,2025-04-12,"05","quantile",0.25,10
"2025-03-29","wk inc covid hosp",2,2025-04-12,"05","quantile",0.3,11.7
"2025-03-29","wk inc covid hosp",2,2025-04-12,"05","quantile",0.35,13.65
"2025-03-29","wk inc covid hosp",2,2025-04-12,"05","quantile",0.4,15
"2025-03-29","wk inc covid hosp",2,2025-04-12,"05","quantile",0.45,18
"2025-03-29","wk inc covid hosp",2,2025-04-12,"05","quantile",0.5,22
"2025-03-29","wk inc covid hosp",2,2025-04-12,"05","quantile",0.55,32.45
"2025-03-29","wk inc covid hosp",2,2025-04-12,"05","quantile",0.6,35.4
"2025-03-29","wk inc covid hosp",2,2025-04-12,"05","quantile",0.65,43
